POST_TEXT,IMAGE,SOCIAL_COUNT,SOCIAL_COMMENTS
"21 February 2018.

I checked my email.

New email from Trinity College Dublin.

“Congratulations on your offer!”

This was it: I was selected by one of the best colleges for English and Philosophy.

My dad ran around the house, screaming “YES YOU GOT IT!!!”

My mom kept asking “What happened???”

Then both of them jumped around the house.

They shrieked, “WE KNEW IT!”

I was the one selected, yet they both were so much more happier than me!

It’s been over 2 years since that day.

And at times like these, when I feel that everything’s crashing down...

I just think about the times when I made it...

And how happy my parents were when I made it.

It’s memories like these,
Of the glow on my parents’ faces,
That keep me going in tough times.

What keeps you going?

#ShreyaWrites

P.S. My parents are my backbone. Still are. They’re the only group that will support you if you score zero or you score 40.

~ Kobe Bryant

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,"1,130",72 comments
"I am getting comfortable with not stepping out.

But life has a habit of giving surprises.

Today, my laptop charger has given up on me, amidst the lockdown.

I was worried for a moment... then I ordered a new charger online.

I’m so grateful for online shopping and express delivery. And I’m more thankful to all the people who make this possible.

#ShreyaWrites

P.S. We must find the time to stop and thank the people who make a difference in our lives.

~ John F. Kennedy

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,210,25 comments
"“Shreya, did Covid-19 affect the number of clients you normally get?”

Here’s what my days in isolation have been like:

Days 1-5:
Confirmed deals were put on hold

Days 6-11:
I assumed no one would give work right now, so I spent time binge-watching, resting, sleeping

Days 12-15:
Decided to give it a shot; spent time on LinkedIn and booked new calls

Days 16-18:
Closed 6 deals; received payment from 4 clients already

Day 19...
Work is as usual for me.

Lesson?

Times may change, but don’t let the time change how you work.

Keep doing your bit, and things will work out.

How do you plan to face the situation?

#ShreyaWrites

P.S. Infuse your life with action. Don't wait for it to happen. Make it happen. Make your own future. Make your own hope. Make your own love.

~ Bradley Whitford

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,455,72 comments
"""Hi Shreya, can you give me a LinkedIn Premium membership?""

In the last 3 days, 14 people have asked me this.

Sorry, I cannot give you a Premium membership because I am not a LinkedIn employee, and don't have those privileges.

But, what I CAN give you is some very real advice:

You do NOT need a Premium account to get good opportunities.

You do NOT need a Premium account to connect with the right people.

You do NOT need a Premium account to make more money.

What you need to do instead is:

1. Update your profile & write an attractive headline
2. Create & publish content regularly
3. Engage with other people’s posts
4. Message people in your field, whom you’re inspired by
5. Converse with your network; don’t keep asking for favours
6. Make the most of what you have.

Focus on the things that matter.
Focus on yourself.

So, how will you make the most of LinkedIn?

#ShreyaWrites

P.S. It’s not the lack of resources, it’s your lack of resourcefulness that stops you.

~ Tony Robbins

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,790,49 comments
"11 things I'm grateful for this quarantine:

1. A room with 24-hour heating and hot water

2. A seamless WiFi connection

3. FaceTime, so I can see my family everyday

4. Not being a part of rumour-filled WhatsApp groups

5. My lecturers, who are conducting online lectures out of their comfort zone

6. More time to sleep, rest, workout, and work

7. Frozen food (fresh for months!)

8. Time to conduct LIVE sessions

9. Awareness about myself & my anxieties, which lets me cope with them better

10. All the work and payments

11. All the people who are staying home.

Thanks Nidhi Nagori for tagging me in this challenge.

I nominate anyone who's grateful for anything, to share their list in the comments!

#ShreyaWrites

P.S. Gratitude turns what we have into enough.

~ Anonymous

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,328,22 comments
"I closed 3 deals today. Finalising the 4th one now.

If anyone ever tells you to “not waste time online”, show them your bank account.

#ShreyaWrites

P.S. The key is not to prioritise what’s on your schedule, but to schedule your priorities.

~ Stephen Covey

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,581,76 comments
"“Girls Take the Lead”

“Oddballs & Outcasts”

“Get In On the Action”

“Watch In One Weekend”

“Bingeworthy US TV Dramas”

“Casual Viewing”


Do you know what these terms are?

Genres on Netflix!

Who knew that something as simple as genres could be expressed with a punch?

These are brilliant examples of copywriting.
Learn from them.

#ShreyaWrites

P.S. Handle them carefully, for words have more power than atom bombs. 
~ Pearl Strachan Hurd

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,82,5 comments
"Winning while in the lockdown!

Welcome to my third LIVE session, where I’ll share 3 things you should do while at home!

These sessions are absolutely FREE.

If you'd like to support my work, please click on this link: https://lnkd.in/gqzFWxh

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,69,13 comments
"Today, LIVE Session 3: Winning while in the lockdown

I'll be sharing how YOU can make the MOST of your time at home!

🇮🇪 3pm / 🇮🇳 8:30pm
LIVE on LinkedIn & Instagram

What topics should I do next? Comment below!

#ShreyaWrites
#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,40,3 comments
"Comment “💪🏻” if you’re staying at home!

Over the past few weeks, I’d been hoping to be back home in Mumbai, with my family.

But these past few days, I’ve been wishing my family to be here with me. I’m more worried for them.

I do hope things get okay soon.

And I hope YOU take this seriously, and do YOUR bit to save the people around YOU.

It’s SO EASY.

✖️ You don’t have to be like Mulan and cut off your hair, dress up like a man, and go fight the evil with a sword.

✖️ You don’t have to be like Merida, and restlessly search for a magic potion to reverse some dark curse.

✖️ You don’t have to be like Iron Man and go risk your life against supervillains (well, maybe wearing his suit would be cool..?)

My point is... you don’t have to change yourself and fight big battles to save the world.

It’s simple: stay at home.

Just stay at home.
As long as you can, stay at home.
Even if you can’t, stay at home.

Protect your family, and in a way, also protect mine.

Please, stay at home?

#ShreyaWrites

P.S. A community needs a soul if it is to become a true home for human beings. You.. the people must give it this soul.

~ Pope John Paul II

#content #writer #contentwriter #stayathome #coronavirus #covid19
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,154,19 comments
"How I bought my iPad Pro: Making money as a freelancer

Welcome to my second LIVE session, where I’ll be talking about all things money!

These sessions are absolutely FREE.

If you'd like to support my work, please click on this link: https://lnkd.in/gqzFWxh

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,195,75 comments
"How I bought my iPad Pro: Making money as a freelancer

Session starts in 1 hour!

🇮🇪 3pm
🇮🇳 8:30pm

LIVE on LinkedIn & Instagram

Will you join?

#ShreyaWrites

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,103,16 comments
"I’d spent INR 4,800 on contact lenses...

I didn’t like my specs, so I started wearing contact lenses.

But I found contact lenses uncomfortable for daily use. So I would wear them only during outings or to parties.

When I brought these new lenses home, my dad said:

“Why wear lenses only for outings? You should not change yourself for certain occasions or certain people.

Be 100% comfortable in specs, or 100% comfortable in lenses. Always be comfortable with yourself.”

The next day, I returned the lenses.

I completely stopped wearing lenses.

I wore specs for the next 18 months (got a laser surgery few months ago.)

Although this seems simple, it was a very important lesson for me.

Over time, wearing only specs gave me a sense of comfort and confidence.

It all became less stressful — I didn’t have to think whether I wanted to wear lenses or specs— there was no option!

And that’s how big lessons hide in small situations.

I’m thankful to my dad for showing me how to learn from them.

Thanks dad!
And happy birthday!

Shreekant Pattar

#ShreyaWrites

P.S. Being a daddy’s girl is like having permanent armor for the rest of your life.

~ Marinela Reka

#content #writer #contentwriter

Psst... this is a repost from last year. Just an important lesson I learnt from my dad :)
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,325,46 comments
"Hi there, welcome to my LIVE session!

We'll be talking about how to make the most of your LinkedIn!

These sessions are FREE. If you'd like to support my work, please click on this link: https://lnkd.in/gqzFWxh
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,351,154 comments
"I was a poet before I became a content writer.

I have written 400+ poems.

This World Poetry Day, I thought I’d share one with you, written by 13-year-old me.

23rd December, 2012

“Competition”

Competition is a way of life
It is not an alternative to fight
It is a way of being true to learning
It isn't gained without losing something.

Competition - a way to prove oneself better
Something upon which living matters
It can make a friend one's worst enemy
It can fill a person with loads of jealousy.

Competition - persuades to fill oneself with knowledge
It's not as easy as making porridge
Once you have won, no one will forget you
They'll make sure they're the next ones to compete you.

There are a few things, from competition, that I have learnt
That winning is not at all easy to earn
Losing does not matter at all
But if you win, you've won it all.

Losing won't make you less of a (wo)man
But winning will make you a part of master plans.
Competitions make you feel great and true
It makes your intelligence feel brand new.

#ShreyaWrites

P.S. First live session tomorrow.
Ireland: 3pm / India: 8:30pm

#content #writer #contentwriter
…see more",https://media-exp1.licdn.com/dms/image/C4D03AQGueO3t04C4MA/profile-displayphoto-shrink_100_100/0/1657262204521?e=1672876800&v=beta&t=G13e_UwWnGFsVcdGHkYudWPTW71LYjKxA7rRXahfoIM,281,53 comments
